"","Gene","Product"
"4895","CNAG_04970","hypothetical protein, variant 1"
"4896","CNAG_04973","hypothetical protein"
"4897","CNAG_04974","hypothetical protein"
"4898","CNAG_04975","hypothetical protein"
"4899","CNAG_04976","zuotin"
"4900","CNAG_04977","pre-mRNA branch site protein p14"
"4901","CNAG_04978","phytanoyl-CoA dioxygenase"
"4902","CNAG_04979","hypothetical protein"
"4903","CNAG_04980","U6 snRNA-associated Sm-like protein LSm1"
"4904","CNAG_04981","catalase"
"4905","CNAG_04983","hypothetical protein"
"4906","CNAG_04984","pleiotropic drug resistance protein"
"4907","CNAG_04985","nascent polypeptide-associated complex subunit alpha"
"4908","CNAG_04986","prefoldin subunit 1"
"4909","CNAG_04987","hypothetical protein"
"4910","CNAG_04988","Gly-Xaa carboxypeptidase"
"4911","CNAG_04989","protein FRG1"
"4912","CNAG_04990","glutamate-5-semialdehyde dehydrogenase"
"4913","CNAG_04991","hypothetical protein"
"4914","CNAG_04992","hypothetical protein"
"4915","CNAG_04993","hypothetical protein"
"4916","CNAG_04994","signal recognition particle subunit SRP14"
"4917","CNAG_04997","cytoplasmic protein"
"4918","CNAG_04999","hypothetical protein"
"4919","CNAG_05000","hypothetical protein"
"4920","CNAG_05001","hypothetical protein"
"4921","CNAG_05002","hypothetical protein"
"4922","CNAG_05003","hypothetical protein"
"4923","CNAG_05004","GTP-binding protein LepA"
"4924","CNAG_05005","ULK/ULK protein kinase"
"4925","CNAG_05006","hypothetical protein"
"4926","CNAG_05007","translation initiation factor eIF-2B subunit beta"
"4927","CNAG_05008","hypothetical protein"
"4928","CNAG_05009","integral membrane protein"
"4929","CNAG_05010","hypothetical protein"
"4930","CNAG_05011","iron donor protein CyaY"
"4931","CNAG_05012","hypothetical protein"
"4932","CNAG_05013","RNP domain-containing protein"
"4933","CNAG_05015","catalase"
"4934","CNAG_05016","hypothetical protein"
"4935","CNAG_05017","GabA permease"
"4936","CNAG_05017","GabA permease, variant"
"4937","CNAG_05018","hypothetical protein, variant"
"4938","CNAG_05018","hypothetical protein"
"4939","CNAG_05019","hypothetical protein"
"4940","CNAG_05020","NAD-binding Rossmann fold oxidoreductase"
"4941","CNAG_05021","hypothetical protein"
"4942","CNAG_05021","hypothetical protein, variant"
"4943","CNAG_05022","hypothetical protein"
"4944","CNAG_05023","maltose O-acetyltransferase"
"4945","CNAG_05024","L-xylulose reductase"
"4946","CNAG_05025","amine oxidase"
"4947","CNAG_05026","mango esterase"
"4948","CNAG_05026","mango esterase, variant 2"
"4949","CNAG_05026","mango esterase, variant 1"
"4950","CNAG_05027","monoamine oxidase"
"4951","CNAG_05028","cysteine synthase"
"4952","CNAG_05029","meiotic Sister-Chromatid recombination aldehyde dehydrogenase, variant"
"4953","CNAG_05029","meiotic Sister-Chromatid recombination aldehyde dehydrogenase"
"4954","CNAG_05030","zinc finger protein 830"
"4955","CNAG_05030","zinc finger protein 830, variant"
"4956","CNAG_05031","3-oxoacid CoA-transferase"
"4957","CNAG_05032","hypothetical protein"
"4958","CNAG_05033","hypothetical protein"
"4959","CNAG_05034","ubiquitin-conjugating enzyme family protein"
"4960","CNAG_05035","ferredoxin-NADP reductase"
"4961","CNAG_05036","hypothetical protein"
"4962","CNAG_05037","hypothetical protein"
"4963","CNAG_05038","hypothetical protein"
"4964","CNAG_05039","hypothetical protein"
"4965","CNAG_05040","hypothetical protein"
"4966","CNAG_05041","NADH-ubiquinone oxidoreductase subunit 8"
"4967","CNAG_05042","carnitine acetyltransferase"
"4968","CNAG_05043","hypothetical protein"
"4969","CNAG_05044","hypothetical protein"
"4970","CNAG_05045","hypothetical protein"
"4971","CNAG_05046","hypothetical protein"
"4972","CNAG_05049","hypothetical protein"
"4973","CNAG_05050","ADP-ribosylation factor GTPase-activating protein 1"
"4974","CNAG_05053","hypothetical protein"
"4975","CNAG_05055","DNA/RNA-binding protein KIN17"
"4976","CNAG_05056","hypothetical protein"
"4977","CNAG_05057","hypothetical protein, variant"
"4978","CNAG_05057","hypothetical protein"
"4979","CNAG_05058","GTPase"
"4980","CNAG_05059","pyruvate dehydrogenase E1 component subunit beta"
"4981","CNAG_05060","hypothetical protein"
"4982","CNAG_05061","hypothetical protein"
"4983","CNAG_05062","hypothetical protein"
"4984","CNAG_05063","STE/STE11/SSK protein kinase"
"4985","CNAG_05064","hypothetical protein"
"4986","CNAG_05065","hypothetical protein"
"4987","CNAG_05066","hypothetical protein"
"4988","CNAG_05067","hypothetical protein"
"4989","CNAG_05068","GTP-binding protein ypt1"
"4990","CNAG_05069","ubiquinol-cytochrome c reductase subunit 10"
"4991","CNAG_05070","sulfite reductase (NADPH) hemoprotein, beta-component"
"4992","CNAG_05071","sulfite reductase (NADPH) hemoprotein beta-component"
"4993","CNAG_05072","endopeptidase"
"4994","CNAG_05074","hypothetical protein"
"4995","CNAG_05075","solute carrier family 20 (sodium-dependent phosphate transporter)"
"4996","CNAG_05076","hypothetical protein"
"4997","CNAG_05077","glycosyl hydrolase"
"4998","CNAG_05078","tRNA '-O-ribosylphosphate transferase, variant 2"
"4999","CNAG_05078","tRNA '-O-ribosylphosphate transferase"
"5000","CNAG_05078","tRNA '-O-ribosylphosphate transferase, variant 3"
"5001","CNAG_05078","tRNA '-O-ribosylphosphate transferase, variant 1"
"5002","CNAG_05079","hypothetical protein"
"5003","CNAG_05080","calcofluor white hypersensitive protein"
"5004","CNAG_05081","phosphodiesterase"
"5005","CNAG_05081","phosphodiesterase, variant"
"5006","CNAG_05082","translation initiation factor 2D"
"5007","CNAG_05083","esterase/lipase"
"5008","CNAG_05084","phospholipase A-2-activating protein"
"5009","CNAG_05085","deoxyhypusine hydroxylase"
"5010","CNAG_05086","hypothetical protein"
"5011","CNAG_05087","hypothetical protein"
"5012","CNAG_05089","hypothetical protein, variant"
"5013","CNAG_05089","hypothetical protein"
"5014","CNAG_05090","quinone oxidoreductase"
"5015","CNAG_05091","hypothetical protein"
"5016","CNAG_05092","hypothetical protein"
"5017","CNAG_05093","hypothetical protein"
"5018","CNAG_05095","pod-specific dehydrogenase SAC25"
"5019","CNAG_05096","histone deacetylase 1/2, variant 1"
"5020","CNAG_05096","histone deacetylase 1/2"
"5021","CNAG_05096","histone deacetylase 1/2, variant 2"
"5022","CNAG_05097","YjeF family protein"
"5023","CNAG_05098","ubiquitin-like protein 5"
"5024","CNAG_05099","hypothetical protein"
"5025","CNAG_05100","ENTH domain-containing protein c"
"5026","CNAG_05101","U3 small nucleolar RNA-associated protein 12"
"5027","CNAG_05102","DNA repair protein Rad5"
"5028","CNAG_05103","transcription initiation factor TFIIF subunit beta"
"5029","CNAG_05104","CAMK protein kinase, variant"
"5030","CNAG_05104","CAMK protein kinase"
"5031","CNAG_05105","translation initiation factor 3 subunit L"
"5032","CNAG_05106","hypothetical protein"
"5033","CNAG_05107","prefoldin subunit 4"
"5034","CNAG_05109","CBS and PB1 domain-containing protein"
"5035","CNAG_05109","CBS and PB1 domain-containing protein, variant"
"5036","CNAG_05110","small subunit ribosomal protein S13"
"5037","CNAG_05111","hypothetical protein"
"5038","CNAG_05112","hypothetical protein"
"5039","CNAG_05113","aldehyde dehydrogenase (NAD)"
"5040","CNAG_05114","peroxisomal copper amine oxidase"
"5041","CNAG_05115","sarcosine oxidase"
"5042","CNAG_05116","DNA polymerase mu subunit"
"5043","CNAG_05117","hypothetical protein"
"5044","CNAG_05118","hypothetical protein"
"5045","CNAG_05119","GabA permease"
"5046","CNAG_05120","nicotinate phosphoribosyltransferase"
"5047","CNAG_05121","hypothetical protein"
"5048","CNAG_05122","homoserine O-acetyltransferase"
"5049","CNAG_05123","hypothetical protein"
"5050","CNAG_05124","protein SEY1"
"5051","CNAG_05125","diphosphomevalonate decarboxylase"
"5052","CNAG_05129","hypothetical protein"
"5053","CNAG_05130","hypothetical protein"
"5054","CNAG_05131","hypothetical protein"
"5055","CNAG_05132","cytochrome c oxidase subunit 5b"
"5056","CNAG_05134","ornithine-oxo-acid transaminase"
"5057","CNAG_05135","Ca2 -transporting ATPase"
"5058","CNAG_05136","cation-transporting ATPase 13A1"
"5059","CNAG_05137","ER lumen protein retaining receptor"
"5060","CNAG_05138","glucan 1,3-beta-glucosidase"
"5061","CNAG_05139","solute carrier family 35 (UDP-sugar transporter), member A1/2/3, variant"
"5062","CNAG_05139","solute carrier family 35 (UDP-sugar transporter), member A1/2/3"
"5063","CNAG_05140","methylenetetrahydrofolate reductase"
"5064","CNAG_05141","hypothetical protein"
"5065","CNAG_05142","dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase"
"5066","CNAG_05144","carbonic anhydrase"
"5067","CNAG_05145","DNA helicase"
"5068","CNAG_05146","DNA-directed RNA polymerase II subunit RPB9"
"5069","CNAG_05147","hypothetical protein"
"5070","CNAG_05148","beta-1,2-xylosyltransferase 1"
"5071","CNAG_05149","protoheme IX farnesyltransferase"
"5072","CNAG_05150","ATP-binding cassette transporter"
"5073","CNAG_05151","U3 small nucleolar RNA-associated protein 11"
"5074","CNAG_05152","phospholipid:diacylglycerol acyltransferase"
"5075","CNAG_05153","hypothetical protein"
"5076","CNAG_05154","membrane fraction protein"
"5077","CNAG_05155","protein-tyrosine-phosphatase"
"5078","CNAG_05156","hypothetical protein, variant"
"5079","CNAG_05156","hypothetical protein"
"5080","CNAG_05157","hypothetical protein"
"5081","CNAG_05158","hypothetical protein, variant"
"5082","CNAG_05158","hypothetical protein"
"5083","CNAG_05159","hypothetical protein, variant"
"5084","CNAG_05159","hypothetical protein"
"5085","CNAG_05160","hypothetical protein"
"5086","CNAG_05161","hypothetical protein, variant"
"5087","CNAG_05161","hypothetical protein"
"5088","CNAG_05162","V-type proton ATPase subunit E"
"5089","CNAG_05163","exoribonuclease II"
"5090","CNAG_05164","splicing factor 3B subunit 4"
"5091","CNAG_05165","hypothetical protein"
"5092","CNAG_05166","helicase SWR1"
"5093","CNAG_05167","hypothetical protein"
"5094","CNAG_05168","hypothetical protein, variant"
"5095","CNAG_05168","hypothetical protein"
"5096","CNAG_05169","L-lactate dehydrogenase (cytochrome)"
"5097","CNAG_05170","hypothetical protein"
"5098","CNAG_05171","CCR4-NOT transcription complex subunit 7/8"
"5099","CNAG_05172","myosin-1"
"5100","CNAG_05173","DNA-3-methyladenine glycosylase II"
"5101","CNAG_05176","hypothetical protein"
"5102","CNAG_05177","DNA polymerase kappa subunit"
"5103","CNAG_05178","hypothetical protein"
"5104","CNAG_05179","ubiquinol-cytochrome c reductase core subunit 2"
"5105","CNAG_05180","hypothetical protein"
"5106","CNAG_05181","white collar 1 protein"
"5107","CNAG_05182","hypothetical protein"
"5108","CNAG_05183","hypothetical protein"
"5109","CNAG_05184","glycosyl transferase family 8 protein"
"5110","CNAG_05185","hypothetical protein, variant"
"5111","CNAG_05185","hypothetical protein"
"5112","CNAG_05186","hypothetical protein"
"5113","CNAG_05187","hypothetical protein"
"5114","CNAG_05188","hypothetical protein, variant"
"5115","CNAG_05188","hypothetical protein"
"5116","CNAG_05189","hypothetical protein"
"5117","CNAG_05190","hypothetical protein"
"5118","CNAG_05191","hypothetical protein"
"5119","CNAG_05192","hypothetical protein"
"5120","CNAG_05193","endoplasmic reticulum-Golgi intermediate compartment protein 2"
"5121","CNAG_05194","lipoyl synthase, mitochondrial"
"5122","CNAG_05195","ubiquitin-conjugation factor E4 B"
"5123","CNAG_05196","nuclear cap-binding protein subunit 2"
"5124","CNAG_05197","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8"
"5125","CNAG_05198","DNA repair protein RAD7"
"5126","CNAG_05199","chaperone DnaK"
"5127","CNAG_05200","pyridoxal kinase"
"5128","CNAG_05201","DNA mismatch repair protein MSH4"
"5129","CNAG_05202","SET domain-containing protein 6"
"5130","CNAG_05212","hypothetical protein"
"5131","CNAG_05215","hypothetical protein"
"5132","CNAG_05216","CAMK protein kinase"
"5133","CNAG_05217","hypothetical protein"
"5134","CNAG_05218","adenylyl cyclase-associated protein"
"5135","CNAG_05219","hypothetical protein"
"5136","CNAG_05220","phosphatidylinositol 3-kinase"
"5137","CNAG_05221","histone H2A.Z"
"5138","CNAG_05222","transcriptional regulator Nrg1"
"5139","CNAG_05223","hypothetical protein"
"5140","CNAG_05224","hypothetical protein"
"5141","CNAG_05225","bud site selection protein 31"
"5142","CNAG_05226","hypothetical protein"
"5143","CNAG_05227","hypothetical protein"
"5144","CNAG_05228","U3 small nucleolar ribonucleoprotein LCP5"
"5145","CNAG_05229","stomatin family protein"
"5146","CNAG_05230","sentrin/sumo-specific protease"
"5147","CNAG_05231","nuclear protein"
"5148","CNAG_05232","large subunit ribosomal protein L8"
"5149","CNAG_05233","hypothetical protein"
"5150","CNAG_05234","mitochondrial import inner membrane translocase subunit TIM54"
"5151","CNAG_05235","protein BMH2"
"5152","CNAG_05236","hypothetical protein"
"5153","CNAG_05237","hypothetical protein"
"5154","CNAG_05238","hypothetical protein, variant"
"5155","CNAG_05238","hypothetical protein"
"5156","CNAG_05239","cytoplasmic protein"
"5157","CNAG_05240","signal recognition particle subunit SRP68"
"5158","CNAG_05241","U6 snRNA-associated Sm-like protein LSm7"
"5159","CNAG_05242","hypothetical protein"
"5160","CNAG_05243","xylulokinase"
"5161","CNAG_05244","hypothetical protein"
"5162","CNAG_05245","hypothetical protein"
"5163","CNAG_05246","hypothetical protein"
"5164","CNAG_05247","lysophosphatidate acyltransferase"
"5165","CNAG_05248","clathrin binding protein"
"5166","CNAG_05250","telomere maintenance protein"
"5167","CNAG_05251","hypothetical protein"
"5168","CNAG_05252","chaperone regulator"
"5169","CNAG_05253","hypothetical protein"
"5170","CNAG_05254","solute carrier family 35 (UDP-galactose transporter), member B1"
"5171","CNAG_05255","hypothetical protein"
"5172","CNAG_05256","catalase"
"5173","CNAG_05258","glucose-methanol-choline oxidoreductase"
"5174","CNAG_05259","hypothetical protein, variant"
"5175","CNAG_05259","hypothetical protein"
"5176","CNAG_05260","glutamate decarboxylase"
"5177","CNAG_05261","hypothetical protein"
"5178","CNAG_05262","hypothetical protein"
"5179","CNAG_05263","hypothetical protein"
"5180","CNAG_05264","alpha-amylase AmyA, variant"
"5181","CNAG_05264","alpha-amylase AmyA"
"5182","CNAG_05265","hypothetical protein"
"5183","CNAG_05266","membrane protein"
"5184","CNAG_05266","membrane protein, variant"
"5185","CNAG_05267","NADH dehydrogenase (ubiquinone) Fe-S protein 5"
"5186","CNAG_05268","hypothetical protein"
"5187","CNAG_05269","20S proteasome subunit alpha 7"
"5188","CNAG_05270","tRNA pseudouridine13 synthase"
"5189","CNAG_05271","transcription initiation factor TFIIE subunit beta"
"5190","CNAG_05272","hypothetical protein"
"5191","CNAG_05272","hypothetical protein, variant"
"5192","CNAG_05273","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase, variant"
"5193","CNAG_05273","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
"5194","CNAG_05274","STE/STE20/YSK protein kinase"
"5195","CNAG_05276","histone deacetylase 1/2"
"5196","CNAG_05277","vesicle-associated membrane protein 4"
"5197","CNAG_05277","vesicle-associated membrane protein 4, variant"
"5198","CNAG_05278","hypothetical protein"
"5199","CNAG_05278","hypothetical protein, variant"
"5200","CNAG_05279","hypothetical protein"
"5201","CNAG_05280","F-box and leucine-rich repeat protein GRR1"
"5202","CNAG_05281","hypothetical protein"
"5203","CNAG_05281","hypothetical protein, variant"
"5204","CNAG_05282","phospholipid-translocating ATPase"
"5205","CNAG_05283","solute carrier family 25 (mitochondrial carrier protein), member 16"
"5206","CNAG_05284","hypothetical protein"
"5207","CNAG_05285","hypothetical protein"
"5208","CNAG_05286","hypothetical protein"
"5209","CNAG_05286","hypothetical protein, variant"
"5210","CNAG_05287","hypothetical protein"
"5211","CNAG_05288","HUS1 checkpoint protein, variant"
"5212","CNAG_05288","HUS1 checkpoint protein"
"5213","CNAG_05289","hypothetical protein"
"5214","CNAG_05290","transcription initiation protein SPT3"
"5215","CNAG_05291","hypothetical protein"
"5216","CNAG_05292","alpha,alpha-trehalose-phosphate synthase (UDP-forming)"
"5217","CNAG_05293","glycogenin glucosyltransferase"
"5218","CNAG_05294","F-box and WD-40 domain-containing protein CDC4"
"5219","CNAG_05295","hypothetical protein"
"5220","CNAG_05296","metallochaperone"
"5221","CNAG_05297","hypothetical protein"
"5222","CNAG_05298","hypothetical protein"
"5223","CNAG_05298","hypothetical protein, variant"
"5224","CNAG_05299","oxidoreductase"
"5225","CNAG_05300","mitochondrial carrier protein"
"5226","CNAG_05301","deoxyuridine 5'-triphosphate nucleotidohydrolase"
"5227","CNAG_05302","amine oxidase"
"5228","CNAG_05303","isocitrate lyase"
"5229","CNAG_05304","hypothetical protein"
"5230","CNAG_05304","hypothetical protein, variant 1"
"5231","CNAG_05304","hypothetical protein, variant 2"
"5232","CNAG_05305","hypothetical protein"
"5233","CNAG_05306","hypothetical protein"
"5234","CNAG_05307","beta-catenin-like protein 1"
"5235","CNAG_05308","beta-catenin-like protein 1"
"5236","CNAG_05308","beta-catenin-like protein 1, variant"
"5237","CNAG_05309","hypothetical protein"
"5238","CNAG_05310","nipsnap family protein"
"5239","CNAG_05311","arsenite-resistant protein ASR2, variant"
